Cooking Minutes, Dairy Free, Gluten Free, Instructions, Preparation Minutes, Price Per Serving, Ready In Minutes, Servings, Spoonacular Score, Title, Vegan, Vegetarian
12, false, false, "1. In a medium bowl, whisk together the flour, sugar, baking powder, baking soda and salt.2. In a separate, larger bowl, whisk together the buttermilk, peanut butter, egg and vanilla. Whisk until peanut butter is broken up and mixed well into the other liquids. Stir in the dry ingredients and mix just until moistened. Don't mess with the batter beyond that.3. Heat a large skillet or griddle to medium heat. Coat with nonstick spray or a little bit of butter. Spoon about 1/3 cup of batter onto the heated pan and spread gently into a circle (I like to use a spring ice cream scoop- it's the perfect size). If you're using chocolate chips, sprinkle a few on top of the batter. Cook until bubbles begin to appear on the surface and the edges are dry. Flip and cook the other side until golden brown and cooked through in the middle. Repeat with remaining batter. Serve with syrup.", 10.0, 76.52, 22, 6, 56.0, "Fluffy Peanut Butter Pancakes", false, false
0, true, true, "Preheat oven to 375°F and line baking sheets with parchment paper.In a large bowl, whisk together 1 cup granulated sugar, oil, eggs, and molasses.and vanilla.In a separate mixing bowl, whisk together the flours and starches, xanthan gum, baking soda, spices, and salt.Mix the dry ingredients into the wet ingredients, and stir until fully combined.Roll 1 teaspoon of dough into a ball, and roll in the remaining sugar to coat. Place on prepared baking sheet, leaving 2-inches between cookies.Bake in preheated oven for 8-10 minutes. Allow cookies to remain on cookie sheet for 2 minutes before transferring them to a cooling rack to cool completely. Once cooled, store cookies in an airtight container.", 0, 5.05, 45, 100, 6.0, "Crisp Gluten Free Gingersnap Cookies", false, true
480, false, true, "Heat a large skillet over medium high heat and add the oil. Brown each side of the meat and then sprinkle the salt and italian seasoning all over, place into the slow cooker.Chop the potatoes into 2\" chunks and sprinkle around the roast with the carrots. Pour in the beef broth and place the butter on top. Cook for 8 hours on low. Use the juices as an au jus or heat in a pan and whisk in corn starch to thicken into a gravy.", 5.0, 211.82, 485, 8, 90.0, "Slow Cooker Roast", false, false
0, false, false, "For the cauliflower sauce: Saute the garlic with the butter in a large nonstick skillet over low heat until the garlic is soft and fragrant. Bring the cauliflower in the water or broth for 7-10 minutes or until cauliflower is fork tender. Do not drain. Use a slotted spoon to transfer the cauliflower pieces to a blender or food processor. Add 1 cup vegetable broth or cooking liquid, sauteed garlic/butter, salt, pepper, and milk. Blend or puree for several minutes or until very smooth.For the lasagna: Preheat oven to 375 degrees. Boil the lasagna noodles for a few minutes until they are just starting to soften but still stiff and cool enough to handle.Spread a spoonful of cauliflower sauce on the bottom of a 9 inch square glass baking dish with a drizzle of olive oil to prevent sticking. Layer lasagna noodles, ½ cup sauce, one fourth of the veggies, a good sprinkle of salt, ½ cup cheese, and ¼ cup sauce (I put sauce in each layer twice - once under the veggies and once on top). Repeat layers 4 times, ending with noodles. Cover the top noodle layer with ½ cup sauce and the remaining 1 cup of cheese.Cover with greased foil and bake for 25 minutes. The liquid should be bubbling along the sides of the dish. Remove the foil and bake uncovered for another 10-20 minutes or until the cheese is golden brown to your liking. Cool for a few minutes before cutting and serving.", 0, 359.1, 45, 9, 77.0, "Veggie Alfredo Lasagna", false, false
45, false, false, "Preheat oven to 350F. Prepare your enchilada sauce. In large saut pan, heat oil over medium-high heat. Add onion and saut for 3 minutes, stirring occasionally. Add diced chicken and green chiles, and season with a generous pinch of salt and pepper. Saut the mixture for 6-8 minutes, stirring occasionally, or until the chicken is cooked through. Add in the beans and stir until evenly combined. Remove pan from heat and set aside. To assemble the enchiladas, set up an assembly line including: tortillas, enchilada sauce, chicken mixture, and cheese. Lay out a tortilla, and spread two tablespoons of sauce over the surface of the tortilla. Add a generous spoonful of the chicken mixture in a line down the center of the tortilla, then sprinkle with 1/3 cup cheese. Roll up tortilla and place in a greased 9 x 13-inch baking dish. Assemble the remaining enchiladas. Then spread any remaining sauce evenly over the top of the enchiladas, followed by any extra cheese. Bake uncovered for 20 minutes, until the enchiladas are cooked through and the tortillas are slightly crispy on the outside. Remove pan from the oven and serve the enchiladas while theyre nice and warm, garnished with lots of toppings. Store any leftovers in a sealed container in the refrigerator for up to 3 days, or freeze for up to 3 months.", 15.0, 188.33, 60, 8, 74.0, "Best Chicken Enchiladas Ever!", false, false
0, false, false, "Combine apples, 1/4 cup sugar and water in saucepan. Cook until apples are soft. Pour apples and 3/4 cup liquid into a mixing bowl.In a separate bowl combine 1 cup plus 2 tablespoons sugar, flour, cinnamon, nutmeg, salt and vanilla in saucepan. Add in 3/4 cup liquid from apples. Bring to a boil, stirring until thickened. Add in butter and apples. Stir thoroughly making sure apples get good and coated. Pour into unbaked pie shell.", 30.0, 37.72, 30, 6, 7.0, "Homebaked Apple Pie Filling", false, true
15, false, true, "Heat oven to 200C/fan 180C/gas 6. Tip the pork, onion, half the parsley and the lemon zest into a food processor with lots of pepper and some salt if you wish, then pulse until well mixed. Shape the meat into 25-30 balls and put in a large roasting tin. Arrange the mushrooms in a separate flame-proof roasting tin, sprinkle with garlic and drizzle with the oil, salt and pepper. Roast the meatballs for 25 mins, adding the mushrooms on the shelf below after 10 mins. Transfer mushroom tin to hob. Stir in sherry and crme frache and bring to a gentle simmer. Stir in the meatballs, then spoon it all onto a large warm dish. Serve sprinkled with the remaining parsley, roughly chopped.", 25.0, 361.32, 40, 6, 83.0, "Roasted pork meatballs with garlic mushrooms", false, false
25, false, false, "Pre-heat the oven to 180°c and line 3 baking trays with baking paper.In a large saucepan, combine the sugar, cream, butter and maple syrup and bring to the boil.Allow to cook until the mixture turns golden brown.Add the almonds, cherries and flour and mix together quickly to coat in the buttery-sugar mixture.Place spoonfuls of the mixture on the baking trays, making sure you leave sufficient space in between each Florentine as they will spread quite a bit.Place the trays in the oven and allow to bake for 10-15 minutes until the cookies are a deep amber colour.Remove from the oven and allow to cool completely.Optional: Melt the chocolate and spread onto the back of each Florentine. Allow to set then store in the fridge until ready to eat.", 10.0, 62.75, 35, 20, 21.0, "Chocolate Florentines", false, true
0, false, false, "Preheat a nonstick pan over medium high heat and add olive oil.Add onions and sauté for 2 - 3 minutes to soften. Add mushrooms, zucchini, thyme, sage, rosemary, and garlic. Saute for another 10 minutes to cook vegetables until crisp-tender.Add tomatoes, green olives and squeeze of lemon juice. Stir together, then add cooked quinoa.Combine Greek yogurt, remaining squeeze of lemon and garlic in another bowl.Warm flour tortillas in the microwave for a few seconds, or in a nonstick pan over medium heat.Fill with quinoa mixture, a dollop of Greek yogurt and feta cheese.", 0, 205.79, 45, 6, 83.0, "Mediterranean Zucchini and Quinoa Wraps with Heirloom Tomatoes and Feta", false, true
35, false, false, "Watch how to make this recipe. In a medium bowl, using a hand beater, beat the 2 tablespoons of butter, and the cream cheese until combined. Add the marmalade and mix until incorporated, then fold in the strawberries and guava shells, using a rubber scraper. Transfer the mixture to a pastry bag fitted with a large tip. Make an incision (pocket) on the crust side of the 4 pieces of bread about 3/4 of the way through. The incision will allow you to stuff the pocket. Leave the slices with the incision, covered, at room temperature before stuffing. Gently stuff the room temperature slices with the filling. Refrigerate the stuffed slices with the pocket opening facing up for 20 to 30 minutes. Preheat oven to 375 degrees F. Egg batter: Add all the ingredients to a medium shallow bowl and mix well. French Toast: Add the corn cereal and almonds to a sheet pan and crush together. Dip the bread slices in the egg batter and then into the cereal mixture. Put a large skillet on medium-high heat and add 3 to 4 tablespoons butter. When the butter has melted add the stuffed bread slices and brown on 1 side, then flip and put the skillet in oven for 8 minutes. Remove the skillet from the oven and transfer the toast to a serving platter. Drizzle with guava marmalade and a dusting of powdered sugar before serving.", 30.0, 319.14, 65, 4, 89.0, "La Isla's Stuffed French Toast", false, true
20, true, true, "Place eggs in a pot and cover eggs with cold water. Bring to a boil, cover and simmer for 15 minutes. Place pot with eggs in it under cold running water for about 2 minutes. Let the eggs cool completely.Peel the shell off of the eggs and cut the eggs horizontally. In a bowl, add the egg yolks, mayonnaise, mustard, vinegar,cajun seasoning and smoked paprika. Mix until smooth. Taste test it. Spoon the mixture in the egg halves and top with shrimp.", 10.0, 26.43, 30, 10, 15.0, "Cajun Style Deviled Eggs #SundaySupper", false, false
0, true, true, "Peel, core, and slice apples. Place all ingredients in microwave-safe bowl. Microwave on high for 15 minutes, stirring each 5 minutes. Cover with plastic wrap and let cool or serve warm. Kitchen-Friendly View", 0, 84.94, 45, 8, 23.0, "Spiced Apples", false, false
10, true, false, "In a skillet, heat 1 teaspoon of the vegetable oil (or coconut oil) over medium low heat. Add the egg to the pan and scramble until cooked. Remove the cooked egg and set aside.In a bowl, whisk together the garlic, lime juice, soy sauce, chili sauce, honey (or brown sugar), and the hoisin sauce. Turn the heat up to medium and place the pan back on the burner. Add the remaining 1 tablespoon of oil to the pan. Pour in the sauce and cook for 2 minutes. Then stir in the flour and water mixture. Stir to combine and let the sauce cook for about 3 minutes until thickened and slightly reduced.Add in the zucchini noodles. Toss to coat in the sauce and cook for an additional 2-3 minutes until the zucchini is tender. Garnish with chopped peanuts, cilantro or green onion. Serve.", 15.0, 146.11, 25, 2, 71.0, "Zucchini Pad Thai", false, false
0, true, false, "Line a large baking sheet with parchment paper. Set aside.In a TALL mug/glass, break up the chocolate bars into small pieces so they melt easily and add 1 tablespoon of shortening. Microwave on high for 30 seconds. Remove and stir for about a minute. The chocolate will continue to melt as you stir. If needed, microwave in 30 second increments until all is melted and smooth. Fill a pan with warm water and put the mug/glass into the pan to hold the chocolate temperature.Take a pretzel rod and dip into chocolate.Shake the pretzel a bit to remove any excess chocolate.Immediately cover the chocolate with sprinkles, and M&Ms before the chocolate hardens.Place each pretzel on parchment paper lined baking sheet. Melt the pink,and yellow candy melts in separate microwavable bowls in the microwave for 30 seconds, stirring until smooth. Drizzle each color on top of cupcake using a fork, and refrigerate for about 10 minutes for the chocolate/candy melts to harden before serving.", 30.0, 71.59, 30, 24, 50.0, "Spring Chocolate Covered Pretzels", false, false
0, true, true, "Soak cashews for 1-2 hours. Drain and rinse.Soak mango for 20-30 minutes until slightly softened, but not mushy.In a food processor combine all ingredients except honey. Pulse to combine until a sticky dough is formed. Taste for sweetness and add honey if desired.Spoon out about a tablespoon amount of mixture at a time and roll into a ball with your hands. Dip into dark chocolate and place onparchmentpaper. Store in the fridge for up to 2 weeks.", 0, 46.31, 45, 20, 27.0, "Mango Cashew Energy Balls", false, true
15, true, true, "Cut the chard stalks into batons and roughly shred the leaves. Heat half the olive oil in a large saut pan. Add the chard stalks, garlic, chilli and a splash of water. Cook over a low heat for 8-10 mins until softened, then add the leaves and cook until completely wilted. Prepare the lentils following pack instructions. Take the chard off the heat and stir through the lentils. Season, dress with more olive oil and the lemon juice, then serve.", 10.0, 73.55, 25, 4, 99.0, "Quick braised chard & lentils", true, true
25, false, false, "Preheat oven to 350 degrees.If using fresh spinach, steam over boiling water until tender, about 3-5 minutes. Drain spinach well.In a medium pot add chicken breasts, chicken stock and enough water to cover chicken. Bring to a boil and turn off the heat. Let chicken breasts sit in hot liquid for 15 minutes. Remove chicken to your cutting board and discard liquid. With two forks pull chicken apart to shred. You should have about 1 ½ cups shredded chicken.Place chicken in medium bowl with drained spinach and chopped scallions. Set aside.In another bowl, add sour cream, yogurt, flour, cumin, salt, milk and chili peppers. Mix to combine. Add half of this sauce mixture to spinach mixture and hold the rest. Mix spinach mixture to combine sauce.Lay out 6 tortilla shells and divide spinach mixture between the six shells. Roll to seam side down.Spray a 9x13-inch glass baking dish with non-stick cooking spray. Place the six rolled enchiladas in the prepared pan seam side down and cover with the remaining half of the sauce. Place baking dish in oven uncovered and cook for 25 minutes. Remove from oven and immediately top with shredded cheese. Let sit 10 minutes to melt cheese. If needed, place back in oven for a few more minutes.Serve with diced tomatoes, additional yogurt and chopped scallions.", 20.0, 288.32, 45, 6, 98.0, "Skinny Creamy Chicken Enchiladas", false, false
45, true, true, "1. Place the lentils, turmeric, salt and water in a large saucepan. Bring it to boil, skimming off any surface scum that collects on the top. Reduce the heat and simmer, covered, until the lentils are cooked, about 15 to 20 minutes. Transfer to a serving bowl. Cover the bowl and keep warm.2. In a medium saucepan, heat the oil over medium heat. Add the garlic and sauté until golden brown. Add the cumin seeds—they should sizzle upon contact with the hot oil. Quickly add the onion and zucchini and cook for 10 to 15 minutes.3. Add the ground coriander and cumin and continue to cook until the zucchini is cooked, about 10 minutes.4. Remove the pan form the heat, add the paprika, and immediately pour over the hot lentils. Swirl lightly to mix and sprinkle on the fresh coriander leaves. Serve with your choice of Indian breads or rice.", 15.0, 59.89, 60, 6, 63.0, "Zucchini with Lentils and Roasted Garlic", true, true
0, false, false, "Directions In a large bowl, combine the milk, pineapple and lemon juice. Fold in whipped topping. Pour into prepared crust. Chill until ready to serve. Yield: 8 servings. Originally published as Creamy Pineapple Pie in Taste of HomeJune/July 1993, p13 Nutritional Facts 1 serving (1 piece) equals 367 calories, 14 g fat (9 g saturated fat), 17 mg cholesterol, 185 mg sodium, 54 g carbohydrate, 1 g fiber, 5 g protein. Print Add to Recipe Box Email a Friend", 10.0, 88.26, 10, 8, 43.0, "Creamy Pineapple Pie", false, false
30, false, true, "In a medium skillet, melt 1 tablespoon butter over medium heat. Add onions and saute for 15 to 20 minutes, stirring occasionally, until very soft. Splash in wine, broth, and Worcestershire. Cook for another 5 minutes, or until liquid is cooked down. Set aside. Melt 1 tablespoon butter in a large skillet over medium heat. Throw in mushrooms and toss around for 2 minutes, just to start the cooking process. Sprinkle mushrooms with salt. Place mushroom caps face down in a baking dish. Heap cavity with sauteed mushrooms, then sprinkle Gruyere over the top. Bake at 10 minutes on 325 degrees. Turn on broiler and broil for a couple of minutes, until the top of the Gruyere starts to bubble and slightly turn brown. Sprinkle minced parsley over the top and serve.", 20.0, 90.03, 50, 8, 57.0, "French Onion Soup Stuffed Mushrooms", false, false
0, false, false, "Sift flours, baking soda, baking powder and salt into a bowl. Set aside.Using a mixer fitted with paddle attachment, cream butter and sugars together until very light, about 5 minutes. Add eggs, one at a time, mixing well after each addition. Stir in the vanilla. Reduce speed to low, add dry ingredients and mix until just combined, 5 to 10 seconds. Drop chocolate pieces in and incorporate them without breaking them. Press plastic wrap against dough and refrigerate for 24 to 36 hours. Dough may be used in batches, and can be refrigerated for up to 72 hours.When ready to bake, preheat oven to 350 degrees. Line a baking sheet with parchment paper or a nonstick baking mat. Set aside.Scoop 6 3 1/2-ounce mounds of dough (the size of generous golf balls) onto baking sheet, making sure to turn horizontally any chocolate pieces that are poking up; it will make for a more attractive cookie. Sprinkle lightly with sea salt and bake until golden brown but still soft, 18 to 20 minutes. Transfer sheet to a wire rack for 10 minutes, then slip cookies onto another rack to cool a bit more. Repeat with remaining dough, or reserve dough, refrigerated, for baking remaining batches the next day. Eat warm, with a big napkin.", 0, 52.38, 45, 12, 16.0, "New York Times’ Best Chocolate Chip Cookies", false, false
0, false, true, "Using a pastry brush, brush maple syrup around rim of 16-ounce glass. Dip rim in hazelnuts, lightly patting so nuts adhere to rim.Place liqueur or flavored syrup, and milk, into glass and stir until very well combined. While stirring vigorously, slowly add club soda until drink comes to top of glass.", 5.0, 146.08, 5, 1, 41.0, "Hazelnut Egg Cream", false, false
45, false, false, "1. For the marinade: combine all of the ingredients except the chicken until evenly combined. Add the chicken, turn to coat, cover, and refrigerate at least 2 hours and up to 6 hours. 2. When ready to cook, heat the oven to 425 degrees F. Arrange a rack in the upper third of the oven. Nest a cooling rack inside a rimmed baking sheet lined with aluminum foil, set aside. 3. Combine the cornmeal, cornflakes, cheese, oil, salt, black pepper, and cayenne in a shallow bowl and mix until well combined; set aside. Whisk together the eggs in a shallow bowl until evenly combined; set aside. 4. To coat the chicken, remove it from the marinade and let any excess drip off. Dip the chicken in the beaten eggs then in the cornflake mixture, turning to coat all over and pressing to help it adhere. Place the chicken pieces on the prepared baking sheet and repeat with remaining chicken. Let the chicken rest on the baking sheet for 15 minutes before baking. 5. Bake until the coating is golden and crispy, the juices of the chicken run clear when poked, and the internal temperature is 160 degrees F, 40-45 minutes. Note-you can coat the chicken and return it to the fridge and let it sit for up to 4 hours before cooking. Just let it sit at room temperature for 15 minutes before baking so it cooks more evenly.", 15.0, 190.15, 60, 6, 78.0, "Rosemary-Lemon Oven-Fried Chicken", false, false
0, false, true, "Cream the cheese in an electric mixer fitted with a paddle attachment until just smooth. Add the sour cream, lemon juice, dill, horseradish, salt and pepper, and mix. Add the smoked salmon and mix well. Chill and serve with crudites and/or crackers. Photograph by Quentin Bacon", 10.0, 772.38, 10, 1, 82.0, "Smoked Salmon Dip", false, false
50, false, false, "To make the cake:Preheat oven to 350F. Grease a 9- or 10-cup Bundt pan.In a large mixing bowl, whisk together the flour, 1 cup sugar, baking powder, salt, and pudding mix. Add the butter, oil, eggs, vanilla, and sour cream. Mix well. The dough will be thick.In a separate bowl, mix 1/4 cup sugar and cinnamon. Gently fold into the cake batter. Do not mix thoroughly, but leave swirls of cinnamon sugar in the batter.Transfer half of the cake batter to the prepared pan.To make the filling:Mix the brown sugar, cinnamon, and pecans. Sprinkle over the batter in the pan. Scoop the remaining cake batter over the filling and smooth the top.Bake 45-50 minutes, or until a pick inserted into the center comes out clean. Cool in the pan on a wire rack for 20 minutes. Then, flip the cake onto a wire rack to cool completely.To make the glaze:Mix the confectioners sugar, 3 tablespoons of cream, and vanilla until smooth. Add more cream as needed to make glaze pourable.Drizzle the glaze over cake.", 30.0, 63.99, 80, 16, 26.0, "Cinnamon Roll Cake", false, true
0, true, false, "Preheat oven to 350 degrees F.Combine oil, sugar and vanilla extract in a bowl until well-combined and crumbly.Combine flour, cocoa, baking soda and salt in a separate bowl.Add sugar mixture to the flour mixture.Using a grater, shred the zucchini.Stir the zucchini shreds into the batter until thoroughly incorporated. Batter should be moist and thick.Scrape batter into an 8 x 11 baking dish.Bake for approximately 25-30 minutes or until the brownie is fairly firm and begins to pull from the sides of the pan.Allow brownies to cool.", 0, 18.12, 45, 16, 17.0, "Chocolate Zucchini Brownies", false, false
15, false, false, "Pour cereal into a large microwavable bowl.In a 2 cup microwavable measuring cup heat butter until melted. Add sugar and corn syrup. Heat for 30 seconds, stir until smooth. Add vanilla.Pour over cereal, and mix to coat. Add white chocolate chips, and stir.Heat for 2 minutes, stirring after 1 minutes.Sprinkle with powdered sugar and mix.Pour on a lined baking sheet to cool. Sprinkle immediately with colored sprinkles.", 0.0, 29.9, 15, 14, 44.0, "Sugar Cookie Chex Mix", false, false
0, true, false, "Bring a large pot of salted water to a boil. Cook pasta according to package directions, until al dente. Set aside.Meanwhile, in a large wok heat 1 tbsp of sesame oil over medium-high heat. Add the \"beef\" crumbles to the wok and saute for 5-6 minutes, or until starting to get crispy. Stir in the garlic and saute 1-2 minutes, or until fragrant. Add the greens to the pan and saute until wilted. Stir in the soy sauce, honey, and chili oil, to taste.When the pasta is done cooking, toss it into the wok with the vegetables. Serve warm with extra chili oil on the side.", 0, 216.75, 45, 6, 98.0, "Fiery Vegetarian Dan Dan Noodles", false, false
20, false, true, "Put the potatoes in a medium saucepan and cover with cold water.Salt the water and bring to a boil over medium heat.Cook the potatoes for 15 to 20 minutes, or until tender.Drain and put the potatoes under cold running water for a few minutes, or until cooled off.Cut the potatoes in quarters and place in a large salad bowl.Add crumbled bacon, diced eggs, diced avocado, and sliced green onions to the bowl and set aside.In a small mixing bowl, combine Hellmann's Dressing & Sandwich Spread, yogurt, lemon juice, salt and pepper; mix until thoroughly combined.Gently mix and stir the dressing into the previously prepared salad.Cover and chill for at least 2 hours.Garnish with chopped parsley and crumbled bacon.Serve.", 15.0, 56.05, 35, 16, 49.0, "Lightened-Up Creamy Potato Salad", false, false
30, false, false, "Heat the oven to 375 F. Line a muffin tin with muffin cups.Beat the butter, sugar an molasses together until creamy, and then beat in the eggs. Gently stir in the milk kefir.In a separate bowl, sift the flour, baking powder, baking soda, salt, cinnamon and nutmeg together. Slowly stir the dry ingredients into the wet ingredients, until they form a smooth batter, and then fold in the shredded apple.Divide the batter evenly among the muffin cups, sprinkle with chopped walnuts and bake for 25 to 30 minutes, or until a toothpick inserted into the center of the muffins comes out clean.Allow the muffins to cool for 5 minutes in the pan, and then gently pull them out and allow them to finish cooling on a wire rack.", 15.0, 47.3, 45, 18, 29.0, "Sprouted Einkorn Apple Muffins with Pecans", false, true
15, false, false, "Lay out plates for each person you are serving and place two scones on each.Spoon about 1/4 cup of the fruit mixture on top of one scone on each plate.Top the fruit with a heaping spoonful (or two) of cinnamon whipped cream.Cover with the other scone on each plate (make sure the apple side is facing up) and gently press down. Drizzle some of the sauce from the fruit mixture on top. Serve.Preheat oven to 375 degrees (F). Line two baking sheets with parchment; set aside.In a large bowl combine flours, oats, sugar, baking powder, apple pie spice and salt.Use a pastry blender to cut in the pieces of cold butter until the mixture resembled course crumbs. You can also do this with a food processor if you want.Stir in the grated apple.Whisk the eggs and heavy cream in small bowl. Make a well in the center of the flour mixture and pour in the egg mixture. Stir with a fork until just moistened. The dough will be thick.Use a ice cream scoop or 1/4 cup measuring cup to scoop the dough into mounds and place on the baking sheets about 3 inches apart. Dont flatten.Stir together the egg yolk and 1 tbsp. heavy cream in a small bowl. Use a pastry brush to brush the cream mixture on top of the dough mounds.Place a slice of apple on top of each mound and gently press down until the mound is about 1 inch thick. Lightly brush with more cream and sprinkle with course sugar.Bake for 15-17 minutes or until lightly browned. Halfway though switch the position of the baking sheets and flip 180 degrees for more even baking. Transfer the sheets to a wire rack and cool for 5 minutes. Place scones on a platter or wire rack to cool a bit more. Serve warm with spiced maple butter or assemble into shortcakes.To make spiced maple butter beat butter, maple syrup and apple pie spice on medium speed until light and fluffy. Serve at room temperature. (Makes about 3/4 cup)Combine brown sugar and apple pie spice in a small bowl.Melt butter in a large nonstick skillet over medium heat. Add sugar mixture, pears and apples. Cover and cook for 12 minutes, stirring occasionally. Keep warm until ready to serve.Pour heavy cream into a chilled (5 minutes in the freezer works for me) bowl.Beat on high speed, slowly adding the sugar, cinnamon and vanilla.Continue beating until stiff peaks form.Place in the freezer for about 10 minutes to chill.", 35.0, 430.08, 10, 8, 68.0, "Spiced Apple and Pear Shortcakes", false, false
